age_group_id,province_code,year,month,total_approval
1,PE,2021,January,10
2,PE,2021,January,65
3,PE,2021,January,20
4,PE,2021,January,15
1,NS,2021,January,75
2,NS,2021,January,100
3,NS,2021,January,120
4,NS,2021,January,20
1,NB,2021,January,75
2,NB,2021,January,60
3,NB,2021,January,110
4,NB,2021,January,15
1,QC,2021,January,475
2,QC,2021,January,1270
3,QC,2021,January,1635
4,QC,2021,January,265
5,QC,2021,January,75
6,QC,2021,January,10
1,ON,2021,January,1585
2,ON,2021,January,4720
3,ON,2021,January,4065
4,ON,2021,January,950
5,ON,2021,January,420
6,ON,2021,January,95
1,MB,2021,January,220
2,MB,2021,January,635
3,MB,2021,January,455
4,MB,2021,January,75
5,MB,2021,January,20
1,SK,2021,January,225
2,SK,2021,January,345
3,SK,2021,January,370
4,SK,2021,January,70
5,SK,2021,January,30
1,AB,2021,January,420
2,AB,2021,January,990
3,AB,2021,January,925
4,AB,2021,January,230
5,AB,2021,January,95
6,AB,2021,January,15
1,BC,2021,January,360
2,BC,2021,January,1315
3,BC,2021,January,1205
4,BC,2021,January,240
5,BC,2021,January,95
6,BC,2021,January,25
2,YT,2021,January,5
2,NT,2021,January,10
1,NL,2021,February,35
2,NL,2021,February,40
3,NL,2021,February,45
4,NL,2021,February,5
1,PE,2021,February,20
2,PE,2021,February,105
3,PE,2021,February,40
4,PE,2021,February,10
1,NS,2021,February,65
2,NS,2021,February,105
3,NS,2021,February,135
4,NS,2021,February,25
5,NS,2021,February,10
1,NB,2021,February,55
2,NB,2021,February,55
3,NB,2021,February,100
4,NB,2021,February,20
1,QC,2021,February,445
2,QC,2021,February,1060
3,QC,2021,February,1430
4,QC,2021,February,260
5,QC,2021,February,105
6,QC,2021,February,15
1,ON,2021,February,1595
2,ON,2021,February,4630
3,ON,2021,February,3940
4,ON,2021,February,825
5,ON,2021,February,440
6,ON,2021,February,85
1,MB,2021,February,220
2,MB,2021,February,425
3,MB,2021,February,365
4,MB,2021,February,65
5,MB,2021,February,25
1,SK,2021,February,170
2,SK,2021,February,215
3,SK,2021,February,315
4,SK,2021,February,45
5,SK,2021,February,30
1,AB,2021,February,390
2,AB,2021,February,705
3,AB,2021,February,810
4,AB,2021,February,140
5,AB,2021,February,135
6,AB,2021,February,20
1,BC,2021,February,365
2,BC,2021,February,1570
3,BC,2021,February,1270
4,BC,2021,February,225
5,BC,2021,February,105
6,BC,2021,February,25
2,YT,2021,February,30
3,YT,2021,February,10
2,NT,2021,February,5
1,NL,2021,March,10
2,NL,2021,March,25
3,NL,2021,March,40
4,NL,2021,March,10
1,PE,2021,March,10
2,PE,2021,March,25
3,PE,2021,March,35
4,PE,2021,March,5
1,NS,2021,March,55
2,NS,2021,March,125
3,NS,2021,March,120
4,NS,2021,March,25
5,NS,2021,March,10
1,NB,2021,March,40
2,NB,2021,March,65
3,NB,2021,March,85
4,NB,2021,March,15
1,QC,2021,March,385
2,QC,2021,March,960
3,QC,2021,March,1340
4,QC,2021,March,305
5,QC,2021,March,105
6,QC,2021,March,15
1,ON,2021,March,1585
2,ON,2021,March,4925
3,ON,2021,March,4055
4,ON,2021,March,700
5,ON,2021,March,320
6,ON,2021,March,65
1,MB,2021,March,150
2,MB,2021,March,360
3,MB,2021,March,295
4,MB,2021,March,50
5,MB,2021,March,15
1,SK,2021,March,155
2,SK,2021,March,170
3,SK,2021,March,240
4,SK,2021,March,40
5,SK,2021,March,20
1,AB,2021,March,305
2,AB,2021,March,630
3,AB,2021,March,705
4,AB,2021,March,140
5,AB,2021,March,105
6,AB,2021,March,25
1,BC,2021,March,335
2,BC,2021,March,1500
3,BC,2021,March,1335
4,BC,2021,March,205
5,BC,2021,March,95
6,BC,2021,March,10
1,YT,2021,March,5
2,YT,2021,March,10
3,YT,2021,March,10
2,NT,2021,March,10
1,NL,2021,April,15
2,NL,2021,April,20
3,NL,2021,April,30
1,PE,2021,April,10
2,PE,2021,April,35
3,PE,2021,April,30
4,PE,2021,April,10
1,NS,2021,April,40
2,NS,2021,April,90
3,NS,2021,April,100
4,NS,2021,April,15
1,NB,2021,April,40
2,NB,2021,April,65
3,NB,2021,April,90
4,NB,2021,April,30
1,QC,2021,April,390
2,QC,2021,April,980
3,QC,2021,April,1315
4,QC,2021,April,285
5,QC,2021,April,85
6,QC,2021,April,20
1,ON,2021,April,1470
2,ON,2021,April,4035
3,ON,2021,April,3520
4,ON,2021,April,765
5,ON,2021,April,395
6,ON,2021,April,65
1,MB,2021,April,165
2,MB,2021,April,400
3,MB,2021,April,315
4,MB,2021,April,60
5,MB,2021,April,30
6,MB,2021,April,5
1,SK,2021,April,125
2,SK,2021,April,175
3,SK,2021,April,220
4,SK,2021,April,50
5,SK,2021,April,30
1,AB,2021,April,310
2,AB,2021,April,645
3,AB,2021,April,760
4,AB,2021,April,155
5,AB,2021,April,75
6,AB,2021,April,15
1,BC,2021,April,325
2,BC,2021,April,1580
3,BC,2021,April,1395
4,BC,2021,April,235
5,BC,2021,April,110
6,BC,2021,April,15
2,YT,2021,April,15
3,YT,2021,April,10
1,NL,2021,May,15
2,NL,2021,May,20
3,NL,2021,May,30
4,NL,2021,May,10
1,PE,2021,May,10
2,PE,2021,May,35
3,PE,2021,May,20
4,PE,2021,May,5
1,NS,2021,May,55
2,NS,2021,May,105
3,NS,2021,May,110
4,NS,2021,May,20
5,NS,2021,May,5
1,NB,2021,May,35
2,NB,2021,May,55
3,NB,2021,May,60
4,NB,2021,May,20
1,QC,2021,May,365
2,QC,2021,May,665
3,QC,2021,May,990
4,QC,2021,May,215
5,QC,2021,May,115
6,QC,2021,May,15
1,ON,2021,May,1285
2,ON,2021,May,3605
3,ON,2021,May,3220
4,ON,2021,May,700
5,ON,2021,May,360
6,ON,2021,May,80
1,MB,2021,May,75
2,MB,2021,May,120
3,MB,2021,May,155
4,MB,2021,May,30
5,MB,2021,May,20
1,SK,2021,May,85
2,SK,2021,May,95
3,SK,2021,May,130
4,SK,2021,May,25
5,SK,2021,May,15
1,AB,2021,May,295
2,AB,2021,May,530
3,AB,2021,May,610
4,AB,2021,May,125
5,AB,2021,May,75
6,AB,2021,May,20
1,BC,2021,May,265
2,BC,2021,May,1050
3,BC,2021,May,1145
4,BC,2021,May,160
5,BC,2021,May,105
6,BC,2021,May,15
1,YT,2021,May,10
2,YT,2021,May,30
3,YT,2021,May,30
4,YT,2021,May,5
3,NT,2021,May,10
1,NL,2021,June,15
2,NL,2021,June,45
3,NL,2021,June,45
4,NL,2021,June,5
1,PE,2021,June,10
2,PE,2021,June,120
3,PE,2021,June,30
4,PE,2021,June,10
1,NS,2021,June,60
2,NS,2021,June,285
3,NS,2021,June,160
4,NS,2021,June,35
1,NB,2021,June,65
2,NB,2021,June,140
3,NB,2021,June,145
4,NB,2021,June,25
1,QC,2021,June,570
2,QC,2021,June,1105
3,QC,2021,June,1650
4,QC,2021,June,330
5,QC,2021,June,140
6,QC,2021,June,15
1,ON,2021,June,2180
2,ON,2021,June,9140
3,ON,2021,June,6040
4,ON,2021,June,1055
5,ON,2021,June,355
6,ON,2021,June,95
1,MB,2021,June,190
2,MB,2021,June,565
3,MB,2021,June,430
4,MB,2021,June,60
5,MB,2021,June,20
6,MB,2021,June,5
1,SK,2021,June,140
2,SK,2021,June,300
3,SK,2021,June,310
4,SK,2021,June,60
5,SK,2021,June,10
1,AB,2021,June,470
2,AB,2021,June,1285
3,AB,2021,June,1335
4,AB,2021,June,215
5,AB,2021,June,85
6,AB,2021,June,15
1,BC,2021,June,490
2,BC,2021,June,3085
3,BC,2021,June,2235
4,BC,2021,June,360
5,BC,2021,June,135
6,BC,2021,June,20
2,YT,2021,June,30
3,YT,2021,June,20
2,NT,2021,June,20
3,NT,2021,June,15
1,NL,2021,July,40
2,NL,2021,July,50
3,NL,2021,July,70
4,NL,2021,July,10
1,PE,2021,July,45
2,PE,2021,July,285
3,PE,2021,July,75
4,PE,2021,July,25
1,NS,2021,July,125
2,NS,2021,July,365
3,NS,2021,July,275
4,NS,2021,July,50
1,NB,2021,July,160
2,NB,2021,July,170
3,NB,2021,July,215
4,NB,2021,July,45
1,QC,2021,July,985
2,QC,2021,July,1350
3,QC,2021,July,2140
4,QC,2021,July,520
5,QC,2021,July,200
6,QC,2021,July,25
1,ON,2021,July,2380
2,ON,2021,July,8690
3,ON,2021,July,5885
4,ON,2021,July,1075
5,ON,2021,July,365
6,ON,2021,July,75
1,MB,2021,July,345
2,MB,2021,July,735
3,MB,2021,July,650
4,MB,2021,July,105
5,MB,2021,July,15
1,SK,2021,July,240
2,SK,2021,July,370
3,SK,2021,July,440
4,SK,2021,July,65
5,SK,2021,July,15
1,AB,2021,July,590
2,AB,2021,July,1435
3,AB,2021,July,1420
4,AB,2021,July,255
5,AB,2021,July,110
6,AB,2021,July,25
1,BC,2021,July,665
2,BC,2021,July,3340
3,BC,2021,July,2540
4,BC,2021,July,430
5,BC,2021,July,120
6,BC,2021,July,15
1,YT,2021,July,10
2,YT,2021,July,25
3,YT,2021,July,25
2,NT,2021,July,20
3,NT,2021,July,5
1,NL,2021,August,35
2,NL,2021,August,70
3,NL,2021,August,65
4,NL,2021,August,10
1,PE,2021,August,30
2,PE,2021,August,210
3,PE,2021,August,60
4,PE,2021,August,15
1,NS,2021,August,165
2,NS,2021,August,540
3,NS,2021,August,315
4,NS,2021,August,65
5,NS,2021,August,5
1,NB,2021,August,105
2,NB,2021,August,230
3,NB,2021,August,180
4,NB,2021,August,45
1,QC,2021,August,625
2,QC,2021,August,1250
3,QC,2021,August,1675
4,QC,2021,August,500
5,QC,2021,August,135
6,QC,2021,August,25
1,ON,2021,August,2300
2,ON,2021,August,9030
3,ON,2021,August,5700
4,ON,2021,August,1000
5,ON,2021,August,350
6,ON,2021,August,55
1,MB,2021,August,175
2,MB,2021,August,605
3,MB,2021,August,365
4,MB,2021,August,65
5,MB,2021,August,10
1,SK,2021,August,160
2,SK,2021,August,305
3,SK,2021,August,330
4,SK,2021,August,60
5,SK,2021,August,20
1,AB,2021,August,510
2,AB,2021,August,1255
3,AB,2021,August,1200
4,AB,2021,August,225
5,AB,2021,August,110
6,AB,2021,August,15
1,BC,2021,August,715
2,BC,2021,August,3725
3,BC,2021,August,2565
4,BC,2021,August,435
5,BC,2021,August,140
6,BC,2021,August,25
1,YT,2021,August,10
2,YT,2021,August,30
3,YT,2021,August,20
2,NT,2021,August,20
3,NT,2021,August,10
1,NL,2021,September,45
2,NL,2021,September,70
3,NL,2021,September,95
4,NL,2021,September,10
1,PE,2021,September,30
2,PE,2021,September,195
3,PE,2021,September,70
4,PE,2021,September,20
5,PE,2021,September,5
1,NS,2021,September,130
2,NS,2021,September,615
3,NS,2021,September,345
4,NS,2021,September,55
5,NS,2021,September,15
6,NS,2021,September,5
1,NB,2021,September,90
2,NB,2021,September,240
3,NB,2021,September,185
4,NB,2021,September,40
1,QC,2021,September,905
2,QC,2021,September,1665
3,QC,2021,September,2160
4,QC,2021,September,450
5,QC,2021,September,215
6,QC,2021,September,30
1,ON,2021,September,2755
2,ON,2021,September,10610
3,ON,2021,September,6835
4,ON,2021,September,1230
5,ON,2021,September,555
6,ON,2021,September,110
1,MB,2021,September,215
2,MB,2021,September,750
3,MB,2021,September,500
4,MB,2021,September,85
5,MB,2021,September,40
6,MB,2021,September,10
1,SK,2021,September,175
2,SK,2021,September,380
3,SK,2021,September,370
4,SK,2021,September,80
5,SK,2021,September,25
6,SK,2021,September,5
1,AB,2021,September,700
2,AB,2021,September,1625
3,AB,2021,September,1510
4,AB,2021,September,325
5,AB,2021,September,150
6,AB,2021,September,15
1,BC,2021,September,895
2,BC,2021,September,4080
3,BC,2021,September,2695
4,BC,2021,September,515
5,BC,2021,September,210
6,BC,2021,September,30
2,YT,2021,September,30
3,YT,2021,September,10
2,NT,2021,September,20
3,NT,2021,September,5
3,NU,2021,September,5
1,NL,2021,October,75
2,NL,2021,October,100
3,NL,2021,October,110
4,NL,2021,October,10
5,NL,2021,October,5
1,PE,2021,October,45
2,PE,2021,October,150
3,PE,2021,October,65
4,PE,2021,October,20
1,NS,2021,October,150
2,NS,2021,October,590
3,NS,2021,October,295
4,NS,2021,October,80
5,NS,2021,October,10
1,NB,2021,October,115
2,NB,2021,October,285
3,NB,2021,October,190
4,NB,2021,October,40
5,NB,2021,October,5
1,QC,2021,October,995
2,QC,2021,October,1540
3,QC,2021,October,2065
4,QC,2021,October,475
5,QC,2021,October,265
6,QC,2021,October,40
1,ON,2021,October,2855
2,ON,2021,October,10530
3,ON,2021,October,6675
4,ON,2021,October,1485
5,ON,2021,October,750
6,ON,2021,October,155
1,MB,2021,October,325
2,MB,2021,October,820
3,MB,2021,October,530
4,MB,2021,October,110
5,MB,2021,October,45
6,MB,2021,October,5
1,SK,2021,October,215
2,SK,2021,October,390
3,SK,2021,October,365
4,SK,2021,October,80
5,SK,2021,October,50
1,AB,2021,October,830
2,AB,2021,October,1830
3,AB,2021,October,1595
4,AB,2021,October,365
5,AB,2021,October,220
6,AB,2021,October,40
1,BC,2021,October,830
2,BC,2021,October,3995
3,BC,2021,October,2730
4,BC,2021,October,510
5,BC,2021,October,255
6,BC,2021,October,55
1,YT,2021,October,10
2,YT,2021,October,40
3,YT,2021,October,20
1,NT,2021,October,5
2,NT,2021,October,25
3,NT,2021,October,15
1,NL,2021,November,40
2,NL,2021,November,105
3,NL,2021,November,105
4,NL,2021,November,15
5,NL,2021,November,5
1,PE,2021,November,35
2,PE,2021,November,145
3,PE,2021,November,80
4,PE,2021,November,15
1,NS,2021,November,220
2,NS,2021,November,750
3,NS,2021,November,445
4,NS,2021,November,95
5,NS,2021,November,25
6,NS,2021,November,5
1,NB,2021,November,120
2,NB,2021,November,335
3,NB,2021,November,245
4,NB,2021,November,45
1,QC,2021,November,830
2,QC,2021,November,1410
3,QC,2021,November,2005
4,QC,2021,November,435
5,QC,2021,November,235
6,QC,2021,November,45
1,ON,2021,November,2980
2,ON,2021,November,11195
3,ON,2021,November,6995
4,ON,2021,November,1440
5,ON,2021,November,810
6,ON,2021,November,120
1,MB,2021,November,375
2,MB,2021,November,900
3,MB,2021,November,550
4,MB,2021,November,95
5,MB,2021,November,55
1,SK,2021,November,265
2,SK,2021,November,485
3,SK,2021,November,400
4,SK,2021,November,95
5,SK,2021,November,55
6,SK,2021,November,5
1,AB,2021,November,715
2,AB,2021,November,1760
3,AB,2021,November,1540
4,AB,2021,November,370
5,AB,2021,November,245
6,AB,2021,November,35
1,BC,2021,November,850
2,BC,2021,November,3780
3,BC,2021,November,2755
4,BC,2021,November,545
5,BC,2021,November,270
6,BC,2021,November,40
2,YT,2021,November,45
3,YT,2021,November,15
2,NT,2021,November,10
3,NT,2021,November,10
1,NL,2021,December,95
2,NL,2021,December,155
3,NL,2021,December,105
4,NL,2021,December,20
5,NL,2021,December,5
1,PE,2021,December,35
2,PE,2021,December,155
3,PE,2021,December,70
4,PE,2021,December,20
1,NS,2021,December,240
2,NS,2021,December,620
3,NS,2021,December,390
4,NS,2021,December,75
5,NS,2021,December,20
1,NB,2021,December,140
2,NB,2021,December,310
3,NB,2021,December,230
4,NB,2021,December,50
1,QC,2021,December,910
2,QC,2021,December,1680
3,QC,2021,December,2310
4,QC,2021,December,565
5,QC,2021,December,195
6,QC,2021,December,35
1,ON,2021,December,2945
2,ON,2021,December,9130
3,ON,2021,December,6565
4,ON,2021,December,1500
5,ON,2021,December,655
6,ON,2021,December,140
1,MB,2021,December,395
2,MB,2021,December,820
3,MB,2021,December,630
4,MB,2021,December,135
5,MB,2021,December,35
6,MB,2021,December,5
1,SK,2021,December,275
2,SK,2021,December,420
3,SK,2021,December,455
4,SK,2021,December,95
5,SK,2021,December,25
6,SK,2021,December,5
1,AB,2021,December,815
2,AB,2021,December,1640
3,AB,2021,December,1510
4,AB,2021,December,375
5,AB,2021,December,205
6,AB,2021,December,35
1,BC,2021,December,790
2,BC,2021,December,2795
3,BC,2021,December,2370
4,BC,2021,December,525
5,BC,2021,December,215
6,BC,2021,December,30
2,YT,2021,December,25
3,YT,2021,December,20
2,NT,2021,December,15
3,NT,2021,December,10
1,NL,2022,January,30
2,NL,2022,January,85
3,NL,2022,January,70
1,PE,2022,January,25
2,PE,2022,January,105
3,PE,2022,January,60
4,PE,2022,January,15
1,NS,2022,January,150
2,NS,2022,January,480
3,NS,2022,January,335
4,NS,2022,January,55
5,NS,2022,January,10
1,NB,2022,January,110
2,NB,2022,January,230
3,NB,2022,January,210
4,NB,2022,January,45
1,QC,2022,January,560
2,QC,2022,January,975
3,QC,2022,January,1225
4,QC,2022,January,390
5,QC,2022,January,105
6,QC,2022,January,25
1,ON,2022,January,2155
2,ON,2022,January,7660
3,ON,2022,January,5435
4,ON,2022,January,1305
5,ON,2022,January,590
6,ON,2022,January,90
1,MB,2022,January,260
2,MB,2022,January,650
3,MB,2022,January,465
4,MB,2022,January,75
5,MB,2022,January,35
1,SK,2022,January,235
2,SK,2022,January,355
3,SK,2022,January,405
4,SK,2022,January,95
5,SK,2022,January,40
1,AB,2022,January,540
2,AB,2022,January,1200
3,AB,2022,January,1170
4,AB,2022,January,265
5,AB,2022,January,170
6,AB,2022,January,20
1,BC,2022,January,835
2,BC,2022,January,2765
3,BC,2022,January,2435
4,BC,2022,January,535
5,BC,2022,January,225
6,BC,2022,January,35
2,YT,2022,January,20
3,YT,2022,January,15
2,NT,2022,January,5
3,NT,2022,January,10
1,NL,2022,February,35
2,NL,2022,February,55
3,NL,2022,February,85
4,NL,2022,February,20
1,PE,2022,February,35
2,PE,2022,February,135
3,PE,2022,February,55
4,PE,2022,February,20
1,NS,2022,February,180
2,NS,2022,February,390
3,NS,2022,February,340
4,NS,2022,February,55
5,NS,2022,February,10
1,NB,2022,February,120
2,NB,2022,February,185
3,NB,2022,February,205
4,NB,2022,February,50
1,QC,2022,February,875
2,QC,2022,February,1175
3,QC,2022,February,1800
4,QC,2022,February,525
5,QC,2022,February,155
6,QC,2022,February,35
1,ON,2022,February,2250
2,ON,2022,February,6455
3,ON,2022,February,5295
4,ON,2022,February,1240
5,ON,2022,February,690
6,ON,2022,February,125
1,MB,2022,February,365
2,MB,2022,February,710
3,MB,2022,February,630
4,MB,2022,February,105
5,MB,2022,February,45
6,MB,2022,February,5
1,SK,2022,February,320
2,SK,2022,February,440
3,SK,2022,February,500
4,SK,2022,February,135
5,SK,2022,February,45
1,AB,2022,February,780
2,AB,2022,February,1470
3,AB,2022,February,1465
4,AB,2022,February,410
5,AB,2022,February,305
6,AB,2022,February,35
1,BC,2022,February,975
2,BC,2022,February,2535
3,BC,2022,February,2480
4,BC,2022,February,580
5,BC,2022,February,265
6,BC,2022,February,35
1,YT,2022,February,5
2,YT,2022,February,35
3,YT,2022,February,20
4,YT,2022,February,5
2,NT,2022,February,20
3,NT,2022,February,5
1,NL,2022,March,40
2,NL,2022,March,85
3,NL,2022,March,90
4,NL,2022,March,10
5,NL,2022,March,5
1,PE,2022,March,35
2,PE,2022,March,100
3,PE,2022,March,55
4,PE,2022,March,10
1,NS,2022,March,235
2,NS,2022,March,515
3,NS,2022,March,390
4,NS,2022,March,75
5,NS,2022,March,10
6,NS,2022,March,5
1,NB,2022,March,190
2,NB,2022,March,210
3,NB,2022,March,315
4,NB,2022,March,55
5,NB,2022,March,10
1,QC,2022,March,1135
2,QC,2022,March,1520
3,QC,2022,March,2290
4,QC,2022,March,565
5,QC,2022,March,240
6,QC,2022,March,45
1,ON,2022,March,2585
2,ON,2022,March,6500
3,ON,2022,March,5685
4,ON,2022,March,1480
5,ON,2022,March,925
6,ON,2022,March,170
1,MB,2022,March,405
2,MB,2022,March,610
3,MB,2022,March,590
4,MB,2022,March,125
5,MB,2022,March,65
6,MB,2022,March,15
1,SK,2022,March,425
2,SK,2022,March,340
3,SK,2022,March,590
4,SK,2022,March,150
5,SK,2022,March,55
6,SK,2022,March,5
1,AB,2022,March,980
2,AB,2022,March,1500
3,AB,2022,March,1585
4,AB,2022,March,425
5,AB,2022,March,295
6,AB,2022,March,75
1,BC,2022,March,1000
2,BC,2022,March,2365
3,BC,2022,March,2655
4,BC,2022,March,605
5,BC,2022,March,355
6,BC,2022,March,65
1,YT,2022,March,5
2,YT,2022,March,15
3,YT,2022,March,30
4,YT,2022,March,10
1,NT,2022,March,5
2,NT,2022,March,10
3,NT,2022,March,10
1,NL,2022,April,30
2,NL,2022,April,55
3,NL,2022,April,70
4,NL,2022,April,15
1,PE,2022,April,40
2,PE,2022,April,140
3,PE,2022,April,60
4,PE,2022,April,15
1,NS,2022,April,200
2,NS,2022,April,380
3,NS,2022,April,330
4,NS,2022,April,60
5,NS,2022,April,15
1,NB,2022,April,200
2,NB,2022,April,195
3,NB,2022,April,280
4,NB,2022,April,60
5,NB,2022,April,10
1,QC,2022,April,995
2,QC,2022,April,1280
3,QC,2022,April,2000
4,QC,2022,April,530
5,QC,2022,April,225
6,QC,2022,April,35
1,ON,2022,April,2430
2,ON,2022,April,5865
3,ON,2022,April,5485
4,ON,2022,April,1275
5,ON,2022,April,940
6,ON,2022,April,200
1,MB,2022,April,340
2,MB,2022,April,575
3,MB,2022,April,435
4,MB,2022,April,80
5,MB,2022,April,60
6,MB,2022,April,15
1,SK,2022,April,410
2,SK,2022,April,330
3,SK,2022,April,540
4,SK,2022,April,145
5,SK,2022,April,55
6,SK,2022,April,5
1,AB,2022,April,970
2,AB,2022,April,1420
3,AB,2022,April,1405
4,AB,2022,April,400
5,AB,2022,April,345
6,AB,2022,April,50
1,BC,2022,April,740
2,BC,2022,April,1775
3,BC,2022,April,1895
4,BC,2022,April,490
5,BC,2022,April,330
6,BC,2022,April,50
2,YT,2022,April,25
3,YT,2022,April,15
2,NT,2022,April,10
3,NT,2022,April,10
1,NL,2022,May,60
2,NL,2022,May,70
3,NL,2022,May,85
4,NL,2022,May,20
1,PE,2022,May,40
2,PE,2022,May,170
3,PE,2022,May,60
4,PE,2022,May,20
1,NS,2022,May,240
2,NS,2022,May,435
3,NS,2022,May,345
4,NS,2022,May,75
5,NS,2022,May,15
1,NB,2022,May,205
2,NB,2022,May,225
3,NB,2022,May,255
4,NB,2022,May,50
5,NB,2022,May,10
1,QC,2022,May,1255
2,QC,2022,May,1470
3,QC,2022,May,2465
4,QC,2022,May,675
5,QC,2022,May,280
6,QC,2022,May,40
1,ON,2022,May,2540
2,ON,2022,May,5135
3,ON,2022,May,5515
4,ON,2022,May,1245
5,ON,2022,May,1345
6,ON,2022,May,270
1,MB,2022,May,430
2,MB,2022,May,645
3,MB,2022,May,595
4,MB,2022,May,105
5,MB,2022,May,85
6,MB,2022,May,15
1,SK,2022,May,465
2,SK,2022,May,310
3,SK,2022,May,635
4,SK,2022,May,150
5,SK,2022,May,85
6,SK,2022,May,10
1,AB,2022,May,1060
2,AB,2022,May,1235
3,AB,2022,May,1560
4,AB,2022,May,370
5,AB,2022,May,385
6,AB,2022,May,85
1,BC,2022,May,780
2,BC,2022,May,1555
3,BC,2022,May,1805
4,BC,2022,May,485
5,BC,2022,May,375
6,BC,2022,May,65
1,YT,2022,May,10
2,YT,2022,May,20
3,YT,2022,May,10
2,NT,2022,May,10
3,NT,2022,May,10
1,NL,2022,June,80
2,NL,2022,June,105
3,NL,2022,June,75
4,NL,2022,June,10
1,PE,2022,June,35
2,PE,2022,June,180
3,PE,2022,June,65
4,PE,2022,June,30
5,PE,2022,June,5
1,NS,2022,June,265
2,NS,2022,June,605
3,NS,2022,June,410
4,NS,2022,June,95
5,NS,2022,June,15
1,NB,2022,June,310
2,NB,2022,June,325
3,NB,2022,June,405
4,NB,2022,June,65
5,NB,2022,June,10
1,QC,2022,June,1370
2,QC,2022,June,1815
3,QC,2022,June,2670
4,QC,2022,June,835
5,QC,2022,June,295
6,QC,2022,June,55
1,ON,2022,June,3055
2,ON,2022,June,5745
3,ON,2022,June,6545
4,ON,2022,June,1435
5,ON,2022,June,1455
6,ON,2022,June,295
1,MB,2022,June,555
2,MB,2022,June,745
3,MB,2022,June,740
4,MB,2022,June,160
5,MB,2022,June,70
6,MB,2022,June,15
1,SK,2022,June,660
2,SK,2022,June,440
3,SK,2022,June,890
4,SK,2022,June,185
5,SK,2022,June,85
6,SK,2022,June,10
1,AB,2022,June,985
2,AB,2022,June,1410
3,AB,2022,June,1610
4,AB,2022,June,425
5,AB,2022,June,460
6,AB,2022,June,85
1,BC,2022,June,825
2,BC,2022,June,1720
3,BC,2022,June,2075
4,BC,2022,June,555
5,BC,2022,June,385
6,BC,2022,June,90
1,YT,2022,June,5
2,YT,2022,June,25
3,YT,2022,June,15
2,NT,2022,June,10
3,NT,2022,June,5
1,NL,2022,July,85
2,NL,2022,July,150
3,NL,2022,July,105
4,NL,2022,July,25
5,NL,2022,July,10
1,PE,2022,July,40
2,PE,2022,July,175
3,PE,2022,July,75
4,PE,2022,July,25
1,NS,2022,July,310
2,NS,2022,July,525
3,NS,2022,July,510
4,NS,2022,July,135
5,NS,2022,July,10
1,NB,2022,July,360
2,NB,2022,July,295
3,NB,2022,July,440
4,NB,2022,July,95
5,NB,2022,July,15
1,QC,2022,July,1595
2,QC,2022,July,1930
3,QC,2022,July,2805
4,QC,2022,July,1095
5,QC,2022,July,250
6,QC,2022,July,45
1,ON,2022,July,2805
2,ON,2022,July,5400
3,ON,2022,July,6500
4,ON,2022,July,1430
5,ON,2022,July,1185
6,ON,2022,July,220
1,MB,2022,July,485
2,MB,2022,July,725
3,MB,2022,July,645
4,MB,2022,July,150
5,MB,2022,July,55
6,MB,2022,July,15
1,SK,2022,July,795
2,SK,2022,July,435
3,SK,2022,July,1065
4,SK,2022,July,215
5,SK,2022,July,90
6,SK,2022,July,5
1,AB,2022,July,845
2,AB,2022,July,1200
3,AB,2022,July,1545
4,AB,2022,July,355
5,AB,2022,July,310
6,AB,2022,July,80
1,BC,2022,July,830
2,BC,2022,July,1745
3,BC,2022,July,1975
4,BC,2022,July,530
5,BC,2022,July,380
6,BC,2022,July,65
2,YT,2022,July,20
3,YT,2022,July,10
4,YT,2022,July,5
5,YT,2022,July,5
2,NT,2022,July,10
1,NL,2022,August,60
2,NL,2022,August,110
3,NL,2022,August,120
4,NL,2022,August,25
5,NL,2022,August,5
1,PE,2022,August,40
2,PE,2022,August,110
3,PE,2022,August,80
4,PE,2022,August,30
1,NS,2022,August,245
2,NS,2022,August,400
3,NS,2022,August,360
4,NS,2022,August,95
5,NS,2022,August,25
1,NB,2022,August,280
2,NB,2022,August,270
3,NB,2022,August,360
4,NB,2022,August,80
5,NB,2022,August,5
1,QC,2022,August,1010
2,QC,2022,August,1755
3,QC,2022,August,2155
4,QC,2022,August,740
5,QC,2022,August,195
6,QC,2022,August,35
1,ON,2022,August,2195
2,ON,2022,August,4665
3,ON,2022,August,4895
4,ON,2022,August,1215
5,ON,2022,August,775
6,ON,2022,August,155
1,MB,2022,August,410
2,MB,2022,August,630
3,MB,2022,August,565
4,MB,2022,August,135
5,MB,2022,August,45
6,MB,2022,August,15
1,SK,2022,August,490
2,SK,2022,August,380
3,SK,2022,August,645
4,SK,2022,August,180
5,SK,2022,August,40
1,AB,2022,August,615
2,AB,2022,August,920
3,AB,2022,August,1220
4,AB,2022,August,295
5,AB,2022,August,235
6,AB,2022,August,45
1,BC,2022,August,625
2,BC,2022,August,1490
3,BC,2022,August,1695
4,BC,2022,August,510
5,BC,2022,August,250
6,BC,2022,August,55
1,YT,2022,August,5
2,YT,2022,August,15
3,YT,2022,August,15
2,NT,2022,August,10
3,NT,2022,August,5
1,NL,2022,September,125
2,NL,2022,September,115
3,NL,2022,September,130
4,NL,2022,September,25
1,PE,2022,September,45
2,PE,2022,September,100
3,PE,2022,September,75
4,PE,2022,September,25
5,PE,2022,September,10
1,NS,2022,September,320
2,NS,2022,September,400
