noc_code,province_code,year,month,total_approval
1221,QC,2018,September,25
1223,BC,2018,September,5
1223,ON,2018,September,20
1225,AB,2018,September,5
1225,BC,2018,September,5
1225,ON,2018,September,15
1225,QC,2018,September,5
1225,SK,2018,September,35
1241,AB,2018,September,20
1241,BC,2018,September,25
1241,NS,2018,September,5
1241,ON,2018,September,55
1241,QC,2018,September,10
1242,ON,2018,September,5
1243,ON,2018,September,10
1311,AB,2018,September,10
1311,BC,2018,September,10
1311,NS,2018,September,10
1311,ON,2018,September,30
1311,QC,2018,September,10
1411,MB,2018,September,10
1431,QC,2018,September,10
2112,ON,2018,September,10
2112,QC,2018,September,10
2121,AB,2018,September,5
2121,ON,2018,September,20
2121,QC,2018,September,5
2121,SK,2018,September,5
2131,BC,2018,September,10
2131,MB,2018,September,5
2131,ON,2018,September,25
2131,QC,2018,September,25
2132,AB,2018,September,5
2132,BC,2018,September,10
2132,ON,2018,September,55
2132,QC,2018,September,15
2133,BC,2018,September,5
2133,MB,2018,September,5
2133,ON,2018,September,70
2133,QC,2018,September,35
2134,ON,2018,September,10
2141,ON,2018,September,20
2141,QC,2018,September,10
2145,AB,2018,September,5
2147,BC,2018,September,5
2147,ON,2018,September,35
2147,QC,2018,September,25
2148,ON,2018,September,5
2151,ON,2018,September,15
2151,QC,2018,September,5
2161,ON,2018,September,15
2171,AB,2018,September,15
2171,BC,2018,September,25
2171,MB,2018,September,5
2171,NB,2018,September,10
2171,NS,2018,September,25
2171,ON,2018,September,155
2171,QC,2018,September,35
2171,SK,2018,September,45
2172,MB,2018,September,5
2172,ON,2018,September,30
2172,QC,2018,September,10
2173,AB,2018,September,10
2173,BC,2018,September,45
2173,NS,2018,September,5
2173,ON,2018,September,175
2173,QC,2018,September,20
2174,AB,2018,September,10
2174,BC,2018,September,20
2174,NB,2018,September,10
2174,NS,2018,September,15
2174,ON,2018,September,145
2174,QC,2018,September,35
2175,BC,2018,September,20
2175,ON,2018,September,35
2175,QC,2018,September,5
2211,AB,2018,September,5
2211,ON,2018,September,20
2221,ON,2018,September,5
2221,SK,2018,September,5
2231,SK,2018,September,10
2232,ON,2018,September,10
2232,QC,2018,September,5
2232,SK,2018,September,15
2233,ON,2018,September,10
2241,ON,2018,September,15
2241,QC,2018,September,5
2241,SK,2018,September,5
2243,QC,2018,September,5
2253,ON,2018,September,5
2253,QC,2018,September,5
2253,SK,2018,September,5
2281,BC,2018,September,5
2281,MB,2018,September,5
2281,NB,2018,September,5
2281,ON,2018,September,40
2281,QC,2018,September,20
2282,BC,2018,September,10
2282,MB,2018,September,5
2282,ON,2018,September,40
2282,QC,2018,September,10
2283,ON,2018,September,25
3012,BC,2018,September,5
3012,MB,2018,September,10
3012,ON,2018,September,10
3012,QC,2018,September,335
3111,BC,2018,September,5
3111,MB,2018,September,5
3111,ON,2018,September,10
3111,QC,2018,September,5
3112,AB,2018,September,10
3112,BC,2018,September,5
3112,ON,2018,September,10
3113,BC,2018,September,10
3113,ON,2018,September,35
3131,AB,2018,September,5
3131,BC,2018,September,5
3131,ON,2018,September,15
3219,ON,2018,September,5
3233,AB,2018,September,5
3233,QC,2018,September,10
3413,QC,2018,September,5
4011,AB,2018,September,5
4011,BC,2018,September,15
4011,ON,2018,September,65
4011,QC,2018,September,15
4011,SK,2018,September,5
4012,AB,2018,September,5
4012,BC,2018,September,15
4012,ON,2018,September,25
4012,QC,2018,September,5
4021,BC,2018,September,10
4021,NS,2018,September,5
4021,ON,2018,September,30
4021,QC,2018,September,5
4031,AB,2018,September,5
4031,BC,2018,September,10
4031,MB,2018,September,5
4031,ON,2018,September,20
4031,QC,2018,September,10
4032,ON,2018,September,10
4032,QC,2018,September,5
4112,ON,2018,September,20
4112,QC,2018,September,5
4161,ON,2018,September,5
4161,QC,2018,September,5
4162,ON,2018,September,10
4163,BC,2018,September,15
4163,ON,2018,September,40
4163,QC,2018,September,5
4164,ON,2018,September,10
4165,ON,2018,September,10
4169,QC,2018,September,5
4212,AB,2018,September,5
4214,MB,2018,September,5
4214,ON,2018,September,15
4411,AB,2018,September,15
4411,BC,2018,September,25
4411,ON,2018,September,25
4412,BC,2018,September,10
4412,ON,2018,September,10
5122,ON,2018,September,5
5125,ON,2018,September,10
5125,QC,2018,September,5
5241,BC,2018,September,35
5241,ON,2018,September,15
5241,QC,2018,September,15
5242,BC,2018,September,5
5242,ON,2018,September,5
6211,AB,2018,September,50
6211,BC,2018,September,15
6211,ON,2018,September,15
6211,QC,2018,September,15
6211,SK,2018,September,5
6221,AB,2018,September,10
6221,BC,2018,September,5
6221,ON,2018,September,35
6221,QC,2018,September,10
6235,AB,2018,September,10
6235,NS,2018,September,10
6235,ON,2018,September,25
6311,AB,2018,September,105
6311,BC,2018,September,30
6311,NB,2018,September,15
6311,NL,2018,September,20
6311,NS,2018,September,10
6311,ON,2018,September,25
6311,SK,2018,September,40
6313,BC,2018,September,5
6313,ON,2018,September,5
6314,ON,2018,September,10
6315,AB,2018,September,15
6321,BC,2018,September,10
6322,AB,2018,September,5
6322,BC,2018,September,20
6322,MB,2018,September,5
6322,NB,2018,September,10
6322,NL,2018,September,5
6322,NS,2018,September,10
6322,ON,2018,September,5
6322,QC,2018,September,5
6322,SK,2018,September,20
6332,ON,2018,September,10
6332,QC,2018,September,5
6421,AB,2018,September,5
6421,MB,2018,September,5
6421,QC,2018,September,5
6525,BC,2018,September,5
6552,MB,2018,September,10
6552,NS,2018,September,5
6552,QC,2018,September,5
6711,AB,2018,September,10
6711,BC,2018,September,10
6711,MB,2018,September,10
6711,SK,2018,September,10
7231,ON,2018,September,15
7231,QC,2018,September,10
7237,MB,2018,September,5
7237,QC,2018,September,5
7245,ON,2018,September,5
7246,ON,2018,September,15
7271,BC,2018,September,10
7284,AB,2018,September,15
7291,ON,2018,September,5
7321,BC,2018,September,5
7321,MB,2018,September,5
7452,AB,2018,September,5
7511,AB,2018,September,30
7511,BC,2018,September,30
7511,MB,2018,September,10
7511,NB,2018,September,5
7511,NS,2018,September,5
7511,PE,2018,September,5
7511,SK,2018,September,5
8252,AB,2018,September,10
8252,MB,2018,September,5
8431,QC,2018,September,5
8431,SK,2018,September,5
9462,AB,2018,September,10
9462,MB,2018,September,5
9463,NB,2018,September,5
,AB,2018,September,2185
,BC,2018,September,2065
,MB,2018,September,680
,NB,2018,September,190
,NL,2018,September,45
,NS,2018,September,260
,NT,2018,September,10
,ON,2018,September,6270
,PE,2018,September,120
,QC,2018,September,2465
,SK,2018,September,660
,YT,2018,September,10
0013,BC,2019,April,5
0013,ON,2019,April,25
0013,QC,2019,April,5
0015,ON,2019,April,10
0016,ON,2019,April,10
0111,BC,2019,April,5
0111,ON,2019,April,30
0111,QC,2019,April,10
0112,ON,2019,April,15
0113,ON,2019,April,10
0114,ON,2019,April,20
0114,QC,2019,April,15
0122,AB,2019,April,5
0122,BC,2019,April,5
0122,ON,2019,April,65
0122,QC,2019,April,100
0124,AB,2019,April,5
0124,BC,2019,April,20
0124,ON,2019,April,75
0125,ON,2019,April,25
0211,ON,2019,April,15
0211,QC,2019,April,5
0213,BC,2019,April,15
0213,ON,2019,April,60
0213,QC,2019,April,5
0213,SK,2019,April,10
0423,ON,2019,April,5
0601,BC,2019,April,5
0601,ON,2019,April,45
0621,AB,2019,April,15
0621,BC,2019,April,25
0621,ON,2019,April,40
0621,QC,2019,April,5
0621,SK,2019,April,5
0631,AB,2019,April,10
0631,BC,2019,April,30
0631,MB,2019,April,5
0631,ON,2019,April,25
0631,SK,2019,April,5
0632,BC,2019,April,5
0651,BC,2019,April,5
0711,AB,2019,April,5
0711,BC,2019,April,5
0711,ON,2019,April,15
0714,ON,2019,April,5
0731,ON,2019,April,10
0911,ON,2019,April,5
0911,SK,2019,April,5
1111,AB,2019,April,20
1111,BC,2019,April,15
1111,MB,2019,April,10
1111,NS,2019,April,5
1111,ON,2019,April,95
1111,QC,2019,April,25
1112,AB,2019,April,5
1112,BC,2019,April,15
1112,ON,2019,April,90
1112,QC,2019,April,5
1112,SK,2019,April,5
1114,NS,2019,April,5
1114,ON,2019,April,15
1114,QC,2019,April,5
1121,BC,2019,April,5
1121,ON,2019,April,30
1122,BC,2019,April,15
1122,ON,2019,April,80
1122,QC,2019,April,25
1122,SK,2019,April,5
1123,BC,2019,April,30
1123,NS,2019,April,5
1123,ON,2019,April,70
1123,QC,2019,April,10
1211,ON,2019,April,5
1212,ON,2019,April,15
1215,BC,2019,April,5
1215,ON,2019,April,45
1221,BC,2019,April,20
1221,MB,2019,April,5
1221,NB,2019,April,10
1221,ON,2019,April,50
1221,QC,2019,April,15
1222,BC,2019,April,5
1222,ON,2019,April,10
1222,QC,2019,April,5
1223,BC,2019,April,5
1223,ON,2019,April,25
1224,ON,2019,April,5
1225,ON,2019,April,15
1225,SK,2019,April,10
1226,BC,2019,April,5
1226,ON,2019,April,10
1241,AB,2019,April,15
1241,BC,2019,April,50
1241,MB,2019,April,5
1241,NB,2019,April,5
1241,NS,2019,April,5
1241,ON,2019,April,75
1242,ON,2019,April,5
1243,ON,2019,April,5
1254,ON,2019,April,5
1311,AB,2019,April,10
1311,BC,2019,April,10
1311,NS,2019,April,10
1311,ON,2019,April,45
1311,QC,2019,April,5
1411,MB,2019,April,5
1431,MB,2019,April,5
2112,ON,2019,April,10
2121,AB,2019,April,5
2121,ON,2019,April,20
2121,QC,2019,April,5
2131,AB,2019,April,10
2131,BC,2019,April,10
2131,NS,2019,April,5
2131,ON,2019,April,40
2131,QC,2019,April,15
2132,AB,2019,April,10
2132,BC,2019,April,10
2132,MB,2019,April,5
2132,ON,2019,April,60
2132,QC,2019,April,15
2133,AB,2019,April,5
2133,MB,2019,April,5
2133,ON,2019,April,35
2133,QC,2019,April,15
2134,AB,2019,April,5
2134,ON,2019,April,10
2141,ON,2019,April,25
2145,AB,2019,April,10
2145,ON,2019,April,5
2147,MB,2019,April,5
2147,ON,2019,April,35
2147,QC,2019,April,20
2148,ON,2019,April,5
2151,BC,2019,April,5
2151,ON,2019,April,15
2153,ON,2019,April,5
2161,ON,2019,April,20
2171,AB,2019,April,20
2171,BC,2019,April,45
2171,MB,2019,April,5
2171,NB,2019,April,20
2171,ON,2019,April,240
2171,QC,2019,April,25
2171,SK,2019,April,25
2172,BC,2019,April,10
2172,ON,2019,April,60
2172,QC,2019,April,5
2173,AB,2019,April,5
2173,BC,2019,April,80
2173,NB,2019,April,10
2173,NS,2019,April,10
2173,ON,2019,April,200
2173,QC,2019,April,10
2174,AB,2019,April,5
2174,BC,2019,April,25
2174,NB,2019,April,5
2174,NS,2019,April,10
2174,ON,2019,April,205
2174,QC,2019,April,10
2175,BC,2019,April,10
2175,ON,2019,April,45
2211,ON,2019,April,15
2221,ON,2019,April,5
2221,SK,2019,April,5
2232,ON,2019,April,20
2232,SK,2019,April,5
2233,ON,2019,April,20
2234,ON,2019,April,5
2241,ON,2019,April,25
2242,ON,2019,April,15
2253,BC,2019,April,5
2253,ON,2019,April,10
2253,SK,2019,April,10
2281,AB,2019,April,5
2281,BC,2019,April,5
2281,MB,2019,April,5
2281,ON,2019,April,25
2281,QC,2019,April,10
2282,BC,2019,April,5
2282,NB,2019,April,10
2282,NS,2019,April,5
2282,ON,2019,April,50
2283,ON,2019,April,25
3012,AB,2019,April,10
3012,BC,2019,April,5
3012,ON,2019,April,15
3012,QC,2019,April,120
3111,AB,2019,April,5
3111,BC,2019,April,5
3111,ON,2019,April,15
3112,AB,2019,April,10
3112,BC,2019,April,10
3112,ON,2019,April,20
3113,BC,2019,April,5
3113,ON,2019,April,40
3131,ON,2019,April,10
3131,QC,2019,April,5
3142,ON,2019,April,5
3233,ON,2019,April,10
3233,QC,2019,April,5
3237,ON,2019,April,5
3413,NB,2019,April,5
3413,NS,2019,April,5
4011,AB,2019,April,10
4011,BC,2019,April,15
4011,ON,2019,April,55
4011,QC,2019,April,10
4011,SK,2019,April,5
4012,AB,2019,April,10
4012,BC,2019,April,15
4012,ON,2019,April,25
4021,BC,2019,April,10
4021,ON,2019,April,35
4021,QC,2019,April,5
4031,BC,2019,April,5
4031,ON,2019,April,35
4031,QC,2019,April,10
4032,BC,2019,April,5
4032,ON,2019,April,10
4112,AB,2019,April,5
4112,BC,2019,April,5
4112,ON,2019,April,25
4112,QC,2019,April,5
4154,BC,2019,April,5
4154,ON,2019,April,10
4154,PE,2019,April,5
4161,ON,2019,April,5
4162,ON,2019,April,10
4163,AB,2019,April,5
4163,BC,2019,April,10
4163,ON,2019,April,60
4163,QC,2019,April,5
4164,ON,2019,April,10
4165,BC,2019,April,5
4165,ON,2019,April,15
4211,ON,2019,April,10
4212,AB,2019,April,10
4212,BC,2019,April,10
4212,ON,2019,April,10
4214,BC,2019,April,10
4214,NS,2019,April,5
4214,ON,2019,April,10
4215,ON,2019,April,5
4311,QC,2019,April,5
4411,AB,2019,April,25
4411,BC,2019,April,15
4411,ON,2019,April,25
4412,AB,2019,April,5
4412,BC,2019,April,10
4412,ON,2019,April,15
5121,ON,2019,April,10
5122,ON,2019,April,15
5125,ON,2019,April,10
5125,QC,2019,April,10
5131,ON,2019,April,5
5241,BC,2019,April,35
5241,ON,2019,April,25
5241,QC,2019,April,10
5243,ON,2019,April,5
6211,AB,2019,April,55
6211,BC,2019,April,15
6211,MB,2019,April,10
6211,ON,2019,April,30
6211,SK,2019,April,10
6221,AB,2019,April,10
6221,BC,2019,April,10
6221,ON,2019,April,50
6221,QC,2019,April,5
6222,BC,2019,April,5
6222,ON,2019,April,15
6235,AB,2019,April,5
6235,BC,2019,April,5
6235,ON,2019,April,40
6311,AB,2019,April,100
6311,BC,2019,April,25
6311,MB,2019,April,5
6311,NB,2019,April,20
6311,NL,2019,April,10
6311,NS,2019,April,15
6311,ON,2019,April,40
6311,PE,2019,April,5
6311,SK,2019,April,35
6313,AB,2019,April,5
6313,ON,2019,April,10
6314,ON,2019,April,10
6315,AB,2019,April,15
6315,BC,2019,April,5
6322,AB,2019,April,15
6322,BC,2019,April,25
6322,MB,2019,April,5
6322,NB,2019,April,10
6322,NL,2019,April,5
6322,NS,2019,April,10
6322,ON,2019,April,35
6322,SK,2019,April,20
6331,ON,2019,April,10
6332,ON,2019,April,10
6421,AB,2019,April,15
6421,MB,2019,April,5
6421,QC,2019,April,5
6525,SK,2019,April,5
6541,MB,2019,April,10
6552,MB,2019,April,10
6552,NB,2019,April,30
6552,NS,2019,April,5
6552,PE,2019,April,5
6611,MB,2019,April,5
6711,AB,2019,April,5
6711,BC,2019,April,10
6711,MB,2019,April,10
6731,BC,2019,April,5
7231,ON,2019,April,15
7237,ON,2019,April,5
7241,BC,2019,April,10
7245,ON,2019,April,5
7246,ON,2019,April,15
7247,ON,2019,April,5
7271,BC,2019,April,10
7281,ON,2019,April,5
7321,BC,2019,April,5
7321,ON,2019,April,5
7511,AB,2019,April,25
7511,BC,2019,April,20
7511,MB,2019,April,10
7511,NB,2019,April,15
7511,NS,2019,April,10
8252,AB,2019,April,15
8431,SK,2019,April,5
9213,ON,2019,April,5
9232,ON,2019,April,5
9462,AB,2019,April,5
9462,MB,2019,April,20
9463,NB,2019,April,10
,AB,2019,April,2205
,BC,2019,April,2185
,MB,2019,April,605
,NB,2019,April,190
,NL,2019,April,75
,NS,2019,April,220
,NT,2019,April,20
,ON,2019,April,6925
,PE,2019,April,100
,QC,2019,April,1615
,SK,2019,April,545
,YT,2019,April,15
0013,BC,2019,August,10
0013,ON,2019,August,30
0013,QC,2019,August,10
0015,BC,2019,August,5
0015,ON,2019,August,10
0016,ON,2019,August,5
0111,AB,2019,August,5
0111,BC,2019,August,15
0111,ON,2019,August,45
0111,QC,2019,August,5
0112,BC,2019,August,5
0112,ON,2019,August,30
0113,ON,2019,August,20
0114,BC,2019,August,5
0114,ON,2019,August,20
0114,QC,2019,August,15
0121,ON,2019,August,5
0122,AB,2019,August,5
0122,BC,2019,August,10
0122,MB,2019,August,5
0122,ON,2019,August,45
0122,QC,2019,August,70
0124,BC,2019,August,30
0124,ON,2019,August,100
0124,QC,2019,August,5
0124,SK,2019,August,10
0125,BC,2019,August,10
0125,ON,2019,August,30
0131,ON,2019,August,10
0211,ON,2019,August,10
0212,ON,2019,August,5
0213,BC,2019,August,20
0213,ON,2019,August,80
0213,QC,2019,August,5
0311,ON,2019,August,5
0423,SK,2019,August,5
0601,AB,2019,August,5
0601,ON,2019,August,50
0601,QC,2019,August,5
0621,AB,2019,August,25
0621,BC,2019,August,50
0621,MB,2019,August,10
0621,ON,2019,August,35
0621,QC,2019,August,10
0621,SK,2019,August,5
0631,AB,2019,August,25
0631,BC,2019,August,70
0631,MB,2019,August,20
0631,ON,2019,August,35
0631,SK,2019,August,10
0632,BC,2019,August,10
0632,ON,2019,August,10
0651,BC,2019,August,5
0711,AB,2019,August,5
0711,BC,2019,August,10
0711,ON,2019,August,15
0714,SK,2019,August,5
0911,ON,2019,August,5
0911,SK,2019,August,10
1111,AB,2019,August,15
1111,BC,2019,August,20
1111,MB,2019,August,15
1111,NS,2019,August,10
1111,ON,2019,August,125
1111,QC,2019,August,15
1112,AB,2019,August,5
1112,BC,2019,August,15
1112,ON,2019,August,90
1112,SK,2019,August,10
1113,ON,2019,August,10
1114,BC,2019,August,10
1114,NS,2019,August,5
1114,ON,2019,August,25
1121,AB,2019,August,5
1121,BC,2019,August,5
1121,ON,2019,August,35
1122,AB,2019,August,5
1122,BC,2019,August,20
1122,MB,2019,August,5
1122,ON,2019,August,85
1122,QC,2019,August,20
1122,SK,2019,August,5
1123,BC,2019,August,45
1123,MB,2019,August,5
1123,NS,2019,August,5
1123,ON,2019,August,115
1123,SK,2019,August,10
1211,ON,2019,August,15
1212,ON,2019,August,10
1215,AB,2019,August,10
1215,BC,2019,August,15
1215,MB,2019,August,10
1215,ON,2019,August,40
1221,AB,2019,August,15
1221,BC,2019,August,45
1221,MB,2019,August,15
1221,ON,2019,August,85
1221,QC,2019,August,20
1222,ON,2019,August,10
1223,BC,2019,August,15
1223,ON,2019,August,35
1224,ON,2019,August,5
1225,ON,2019,August,15
1226,ON,2019,August,5
1241,AB,2019,August,35
1241,BC,2019,August,90
1241,MB,2019,August,20
1241,NS,2019,August,15
1241,ON,2019,August,120
1241,PE,2019,August,5
1241,QC,2019,August,10
1242,BC,2019,August,5
1242,ON,2019,August,20
1243,ON,2019,August,10
1254,ON,2019,August,5
1311,AB,2019,August,15
1311,BC,2019,August,30
1311,NS,2019,August,10
1311,ON,2019,August,70
1311,QC,2019,August,5
1431,MB,2019,August,5
1521,AB,2019,August,5
1525,MB,2019,August,5
2112,ON,2019,August,15
2113,ON,2019,August,10
2121,BC,2019,August,10
2121,ON,2019,August,25
2121,QC,2019,August,10
2121,SK,2019,August,15
2131,AB,2019,August,5
2131,BC,2019,August,20
2131,ON,2019,August,40
2131,QC,2019,August,15
2132,AB,2019,August,10
2132,BC,2019,August,10
2132,MB,2019,August,5
2132,ON,2019,August,75
2132,QC,2019,August,10
2133,BC,2019,August,10
2133,ON,2019,August,45
2133,QC,2019,August,20
2134,BC,2019,August,5
2134,ON,2019,August,10
2141,AB,2019,August,5
2141,MB,2019,August,5
2141,ON,2019,August,40
2145,AB,2019,August,15
2145,ON,2019,August,5
2147,BC,2019,August,10
2147,ON,2019,August,40
2147,QC,2019,August,15
2151,BC,2019,August,5
2151,ON,2019,August,15
2161,BC,2019,August,5
2161,ON,2019,August,25
2171,AB,2019,August,15
2171,BC,2019,August,50
2171,MB,2019,August,10
2171,NB,2019,August,15
2171,ON,2019,August,300
2171,QC,2019,August,20
2171,SK,2019,August,15
2172,AB,2019,August,5
2172,BC,2019,August,15
2172,ON,2019,August,65
2172,QC,2019,August,5
2173,AB,2019,August,20
2173,BC,2019,August,120
2173,MB,2019,August,5
2173,ON,2019,August,285
2173,QC,2019,August,10
2173,SK,2019,August,5
2174,AB,2019,August,15
2174,BC,2019,August,35
2174,MB,2019,August,10
2174,NS,2019,August,10
2174,ON,2019,August,225
2174,QC,2019,August,15
2175,BC,2019,August,15
2175,ON,2019,August,30
2211,AB,2019,August,5
2211,ON,2019,August,45
2211,QC,2019,August,5
2211,SK,2019,August,5
2221,ON,2019,August,5
2225,BC,2019,August,5
2231,AB,2019,August,5
2231,ON,2019,August,10
2231,SK,2019,August,10
2232,ON,2019,August,20
2232,SK,2019,August,5
2233,ON,2019,August,20
2234,ON,2019,August,5
2241,BC,2019,August,5
2241,ON,2019,August,30
2241,SK,2019,August,10
2242,AB,2019,August,5
2242,BC,2019,August,5
2242,ON,2019,August,10
2251,BC,2019,August,5
2251,ON,2019,August,10
2253,AB,2019,August,5
2253,BC,2019,August,5
2253,ON,2019,August,20
2253,SK,2019,August,10
2263,ON,2019,August,5
2281,BC,2019,August,5
2281,MB,2019,August,5
2281,ON,2019,August,45
2281,QC,2019,August,5
2282,AB,2019,August,5
2282,BC,2019,August,20
2282,ON,2019,August,65
2283,BC,2019,August,5
2283,ON,2019,August,35
3012,AB,2019,August,5
3012,ON,2019,August,5
3012,QC,2019,August,90
3111,BC,2019,August,5
3111,ON,2019,August,20
3111,QC,2019,August,5
3112,AB,2019,August,15
3112,BC,2019,August,5
3112,ON,2019,August,25
3113,AB,2019,August,5
3113,BC,2019,August,10
3113,ON,2019,August,40
3114,ON,2019,August,5
3131,AB,2019,August,10
3131,MB,2019,August,5
3131,ON,2019,August,10
3131,QC,2019,August,5
3142,ON,2019,August,10
3219,ON,2019,August,5
3233,AB,2019,August,5
3233,BC,2019,August,5
3233,ON,2019,August,5
3237,ON,2019,August,10
3413,NS,2019,August,10
4011,AB,2019,August,15
4011,BC,2019,August,25
4011,MB,2019,August,5
4011,ON,2019,August,85
4011,QC,2019,August,10
4011,SK,2019,August,10
4012,AB,2019,August,10
4012,BC,2019,August,15
4012,ON,2019,August,35
4012,QC,2019,August,5
4021,BC,2019,August,15
4021,ON,2019,August,40
4031,BC,2019,August,10
4031,ON,2019,August,30
4031,QC,2019,August,20
4032,BC,2019,August,5
4032,ON,2019,August,25
4033,ON,2019,August,5
4112,AB,2019,August,5
4112,BC,2019,August,10
4112,ON,2019,August,40
4154,ON,2019,August,5
4161,ON,2019,August,10
4162,ON,2019,August,15
4163,AB,2019,August,5
4163,BC,2019,August,10
4163,ON,2019,August,55
4163,QC,2019,August,5
4164,ON,2019,August,15
4165,ON,2019,August,20
4211,ON,2019,August,10
4212,AB,2019,August,25
4212,BC,2019,August,15
4212,MB,2019,August,5
4212,ON,2019,August,15
4212,SK,2019,August,15
4214,AB,2019,August,5
4214,BC,2019,August,25
4214,MB,2019,August,25
4214,NS,2019,August,20
4214,ON,2019,August,25
4214,SK,2019,August,10
4214,YT,2019,August,5
4217,PE,2019,August,5
4411,AB,2019,August,30
4411,BC,2019,August,25
4411,ON,2019,August,95
4411,SK,2019,August,5
4412,BC,2019,August,5
4412,MB,2019,August,10
4412,ON,2019,August,15
5121,ON,2019,August,10
5122,ON,2019,August,5
5125,BC,2019,August,5
5125,ON,2019,August,10
5131,BC,2019,August,5
5131,ON,2019,August,5
5241,BC,2019,August,65
5241,ON,2019,August,45
5241,QC,2019,August,10
5242,ON,2019,August,10
5243,ON,2019,August,5
5254,BC,2019,August,10
5254,ON,2019,August,5
6211,AB,2019,August,140
6211,BC,2019,August,50
6211,MB,2019,August,10
6211,ON,2019,August,50
6211,QC,2019,August,10
6211,SK,2019,August,25
6221,AB,2019,August,5
6221,BC,2019,August,10
6221,MB,2019,August,5
6221,ON,2019,August,65
6221,QC,2019,August,5
6222,ON,2019,August,15
6235,AB,2019,August,5
6235,BC,2019,August,20
6235,MB,2019,August,5
6235,ON,2019,August,50
6311,AB,2019,August,260
6311,BC,2019,August,55
6311,MB,2019,August,35
6311,NB,2019,August,10
6311,NL,2019,August,5
6311,NS,2019,August,20
6311,ON,2019,August,95
6311,PE,2019,August,5
6311,SK,2019,August,100
6313,AB,2019,August,10
6313,BC,2019,August,15
6313,ON,2019,August,10
6314,AB,2019,August,5
6314,MB,2019,August,5
6314,ON,2019,August,10
6315,AB,2019,August,25
6316,ON,2019,August,10
6321,BC,2019,August,10
6321,MB,2019,August,5
6321,ON,2019,August,5
6322,AB,2019,August,25
6322,BC,2019,August,60
6322,MB,2019,August,35
6322,NB,2019,August,15
6322,NL,2019,August,10
6322,NS,2019,August,15
6322,ON,2019,August,45
6322,SK,2019,August,55
6331,ON,2019,August,5
6332,BC,2019,August,10
6332,MB,2019,August,10
6332,ON,2019,August,15
6411,MB,2019,August,5
6421,AB,2019,August,15
6421,MB,2019,August,25
6513,BC,2019,August,10
6513,MB,2019,August,20
6525,BC,2019,August,10
6525,MB,2019,August,10
6525,SK,2019,August,5
6541,MB,2019,August,10
6551,MB,2019,August,5
6552,MB,2019,August,45
6552,NB,2019,August,10
6552,NS,2019,August,5
6552,PE,2019,August,20
6611,MB,2019,August,30
6621,MB,2019,August,5
6622,MB,2019,August,5
6711,BC,2019,August,40
6711,MB,2019,August,65
6711,NL,2019,August,5
6711,PE,2019,August,5
6711,SK,2019,August,5
6711,YT,2019,August,5
6731,AB,2019,August,5
6731,BC,2019,August,10
6731,MB,2019,August,5
7205,AB,2019,August,5
7231,ON,2019,August,35
7231,QC,2019,August,5
7232,ON,2019,August,5
7237,MB,2019,August,5
7237,ON,2019,August,15
7241,BC,2019,August,5
7241,ON,2019,August,5
7245,ON,2019,August,15
7246,ON,2019,August,40
7247,ON,2019,August,15
7271,BC,2019,August,35
7271,MB,2019,August,5
7271,ON,2019,August,5
7284,AB,2019,August,30
7284,BC,2019,August,5
7291,ON,2019,August,5
7294,BC,2019,August,5
7303,ON,2019,August,5
7311,ON,2019,August,10
7315,ON,2019,August,5
7321,BC,2019,August,15
7321,MB,2019,August,10
7321,ON,2019,August,10
7381,ON,2019,August,5
7511,AB,2019,August,105
7511,BC,2019,August,45
7511,MB,2019,August,40
7511,NB,2019,August,20
7511,NS,2019,August,15
8232,AB,2019,August,5
8252,AB,2019,August,10
8252,BC,2019,August,15
8252,MB,2019,August,15
8252,ON,2019,August,5
8252,PE,2019,August,5
8252,SK,2019,August,15
8431,SK,2019,August,15
9213,ON,2019,August,5
9232,ON,2019,August,5
9446,MB,2019,August,5
9461,MB,2019,August,5
9462,AB,2019,August,40
9462,MB,2019,August,50
9463,NB,2019,August,15
9617,MB,2019,August,5
,AB,2019,August,10
,AB,2019,August,1905
,BC,2019,August,5
,BC,2019,August,2595
,MB,2019,August,10
,MB,2019,August,725
,NB,2019,August,225
,NL,2019,August,70
,NS,2019,August,265
,NT,2019,August,5
,NU,2019,August,5
,ON,2019,August,5
,ON,2019,August,7190
,PE,2019,August,115
,QC,2019,August,1435
,SK,2019,August,5
,SK,2019,August,680
,YT,2019,August,10
0013,ON,2019,December,15
0013,QC,2019,December,10
0015,ON,2019,December,5
0016,BC,2019,December,5
0111,BC,2019,December,10
0111,ON,2019,December,20
0111,QC,2019,December,15
0112,ON,2019,December,20
0113,ON,2019,December,5
0113,QC,2019,December,5
0114,BC,2019,December,5
0114,ON,2019,December,10
0114,QC,2019,December,5
0122,BC,2019,December,5
0122,ON,2019,December,50
0122,QC,2019,December,55
0124,BC,2019,December,25
0124,ON,2019,December,65
0124,QC,2019,December,10
0124,SK,2019,December,10
0125,BC,2019,December,10
0125,ON,2019,December,20
0131,ON,2019,December,5
0211,BC,2019,December,5
0211,ON,2019,December,15
0211,QC,2019,December,10
0213,BC,2019,December,15
0213,ON,2019,December,30
0213,QC,2019,December,10
0311,ON,2019,December,5
0601,BC,2019,December,5
0601,ON,2019,December,30
0621,AB,2019,December,5
0621,BC,2019,December,30
0621,MB,2019,December,5
0621,ON,2019,December,25
0621,QC,2019,December,10
0631,AB,2019,December,5
0631,BC,2019,December,25
0631,ON,2019,December,15
0631,SK,2019,December,5
