noc_code,province_code,year,month,total_approval
0013,ON,2017,April,10
0013,QC,2017,April,10
0015,BC,2017,April,5
0015,ON,2017,April,5
0016,BC,2017,April,5
0111,AB,2017,April,5
0111,ON,2017,April,20
0111,QC,2017,April,15
0112,ON,2017,April,10
0113,ON,2017,April,10
0114,QC,2017,April,20
0122,ON,2017,April,10
0122,QC,2017,April,110
0124,ON,2017,April,10
0124,QC,2017,April,15
0125,ON,2017,April,5
0211,QC,2017,April,10
0213,BC,2017,April,5
0213,ON,2017,April,15
0213,QC,2017,April,15
0601,ON,2017,April,5
0621,AB,2017,April,20
0621,BC,2017,April,20
0621,MB,2017,April,10
0621,ON,2017,April,10
0621,QC,2017,April,15
0631,AB,2017,April,15
0631,BC,2017,April,20
0631,MB,2017,April,5
0631,ON,2017,April,10
0714,ON,2017,April,5
0911,ON,2017,April,5
0911,QC,2017,April,5
1111,AB,2017,April,5
1111,BC,2017,April,20
1111,MB,2017,April,10
1111,NS,2017,April,5
1111,ON,2017,April,35
1111,QC,2017,April,65
1112,ON,2017,April,25
1112,QC,2017,April,10
1113,ON,2017,April,5
1114,AB,2017,April,5
1114,ON,2017,April,15
1114,QC,2017,April,15
1121,QC,2017,April,10
1122,BC,2017,April,5
1122,ON,2017,April,30
1122,QC,2017,April,55
1123,BC,2017,April,25
1123,ON,2017,April,30
1123,QC,2017,April,10
1212,ON,2017,April,10
1215,AB,2017,April,5
1215,BC,2017,April,5
1215,ON,2017,April,15
1221,BC,2017,April,10
1221,MB,2017,April,15
1221,ON,2017,April,15
1221,QC,2017,April,25
1222,QC,2017,April,5
1223,BC,2017,April,5
1223,ON,2017,April,10
1225,BC,2017,April,5
1225,ON,2017,April,5
1225,SK,2017,April,5
1226,ON,2017,April,5
1241,AB,2017,April,15
1241,BC,2017,April,25
1241,MB,2017,April,5
1241,ON,2017,April,15
1241,QC,2017,April,10
1311,AB,2017,April,10
1311,BC,2017,April,10
1311,ON,2017,April,20
1311,QC,2017,April,10
1411,MB,2017,April,10
1431,MB,2017,April,5
1431,QC,2017,April,10
2112,QC,2017,April,10
2121,ON,2017,April,15
2121,QC,2017,April,10
2131,AB,2017,April,5
2131,BC,2017,April,5
2131,ON,2017,April,15
2131,QC,2017,April,40
2132,AB,2017,April,10
2132,NS,2017,April,5
2132,ON,2017,April,15
2132,QC,2017,April,25
2133,AB,2017,April,10
2133,BC,2017,April,5
2133,MB,2017,April,5
2133,ON,2017,April,15
2133,QC,2017,April,20
2134,QC,2017,April,5
2141,ON,2017,April,5
2141,QC,2017,April,15
2143,BC,2017,April,5
2146,QC,2017,April,5
2147,ON,2017,April,10
2147,QC,2017,April,40
2148,QC,2017,April,5
2161,ON,2017,April,15
2161,QC,2017,April,5
2171,AB,2017,April,10
2171,BC,2017,April,15
2171,MB,2017,April,5
2171,NS,2017,April,5
2171,ON,2017,April,75
2171,PE,2017,April,5
2171,QC,2017,April,40
2171,SK,2017,April,20
2172,BC,2017,April,5
2172,ON,2017,April,25
2172,QC,2017,April,10
2173,BC,2017,April,30
2173,MB,2017,April,5
2173,NS,2017,April,10
2173,ON,2017,April,55
2173,QC,2017,April,20
2174,BC,2017,April,15
2174,MB,2017,April,5
2174,NB,2017,April,5
2174,ON,2017,April,60
2174,QC,2017,April,30
2174,SK,2017,April,15
2175,BC,2017,April,10
2175,ON,2017,April,15
2175,QC,2017,April,5
2211,AB,2017,April,10
2211,ON,2017,April,10
2211,SK,2017,April,5
2221,SK,2017,April,5
2232,ON,2017,April,5
2232,QC,2017,April,5
2232,SK,2017,April,5
2241,AB,2017,April,10
2241,ON,2017,April,15
2242,ON,2017,April,5
2253,AB,2017,April,5
2253,ON,2017,April,10
2253,QC,2017,April,5
2263,ON,2017,April,5
2281,MB,2017,April,5
2281,NB,2017,April,5
2281,ON,2017,April,10
2281,QC,2017,April,30
2281,SK,2017,April,10
2282,AB,2017,April,10
2282,BC,2017,April,5
2282,ON,2017,April,30
2282,PE,2017,April,5
2282,QC,2017,April,10
2283,ON,2017,April,10
3012,MB,2017,April,15
3012,ON,2017,April,5
3012,QC,2017,April,205
3111,ON,2017,April,15
3111,QC,2017,April,5
3112,AB,2017,April,10
3112,BC,2017,April,10
3112,ON,2017,April,15
3112,QC,2017,April,5
3131,AB,2017,April,5
3131,QC,2017,April,5
3132,ON,2017,April,5
3142,BC,2017,April,5
3142,ON,2017,April,10
3233,ON,2017,April,10
3237,AB,2017,April,5
3413,AB,2017,April,5
4011,AB,2017,April,10
4011,BC,2017,April,10
4011,ON,2017,April,35
4011,QC,2017,April,10
4011,SK,2017,April,10
4012,BC,2017,April,5
4012,ON,2017,April,5
4021,QC,2017,April,15
4031,BC,2017,April,5
4031,MB,2017,April,5
4031,QC,2017,April,15
4032,QC,2017,April,5
4112,QC,2017,April,5
4162,ON,2017,April,5
4163,ON,2017,April,10
4163,QC,2017,April,15
4164,QC,2017,April,5
4169,QC,2017,April,5
4212,AB,2017,April,10
4212,BC,2017,April,5
4214,BC,2017,April,10
4214,ON,2017,April,10
4214,QC,2017,April,5
4214,SK,2017,April,5
4411,AB,2017,April,25
4411,BC,2017,April,15
4411,ON,2017,April,25
4412,AB,2017,April,10
5125,QC,2017,April,15
5241,BC,2017,April,30
5241,ON,2017,April,10
5241,QC,2017,April,25
6211,AB,2017,April,45
6211,BC,2017,April,15
6211,ON,2017,April,5
6211,QC,2017,April,10
6211,SK,2017,April,5
6221,AB,2017,April,10
6221,MB,2017,April,5
6221,ON,2017,April,15
6221,QC,2017,April,10
6221,SK,2017,April,5
6222,ON,2017,April,5
6235,AB,2017,April,5
6235,ON,2017,April,15
6235,SK,2017,April,5
6311,AB,2017,April,65
6311,BC,2017,April,55
6311,MB,2017,April,5
6311,NS,2017,April,5
6311,ON,2017,April,15
6311,SK,2017,April,30
6313,BC,2017,April,5
6315,AB,2017,April,5
6321,ON,2017,April,5
6321,QC,2017,April,5
6322,AB,2017,April,45
6322,BC,2017,April,35
6322,NL,2017,April,5
6322,ON,2017,April,15
6322,SK,2017,April,35
6411,MB,2017,April,5
6421,AB,2017,April,5
6421,MB,2017,April,5
6513,AB,2017,April,10
6513,QC,2017,April,5
6525,AB,2017,April,10
6525,BC,2017,April,5
6552,MB,2017,April,5
6552,QC,2017,April,5
6711,AB,2017,April,25
6711,BC,2017,April,45
6711,MB,2017,April,10
6711,SK,2017,April,25
6731,AB,2017,April,20
7237,AB,2017,April,30
7237,BC,2017,April,5
7237,MB,2017,April,10
7237,SK,2017,April,5
7241,ON,2017,April,5
7245,ON,2017,April,5
7245,PE,2017,April,5
7246,ON,2017,April,5
7252,AB,2017,April,10
7271,AB,2017,April,10
7271,BC,2017,April,15
7284,AB,2017,April,10
7284,BC,2017,April,5
7284,SK,2017,April,5
7312,AB,2017,April,5
7312,SK,2017,April,5
7321,AB,2017,April,5
7321,BC,2017,April,5
7321,MB,2017,April,10
7511,AB,2017,April,5
7511,BC,2017,April,10
7511,MB,2017,April,5
7511,NB,2017,April,5
7511,SK,2017,April,5
8252,AB,2017,April,5
8252,MB,2017,April,15
8252,SK,2017,April,10
9462,AB,2017,April,10
9462,MB,2017,April,10
9617,AB,2017,April,25
,AB,2017,April,2550
,BC,2017,April,2020
,MB,2017,April,670
,NB,2017,April,155
,NL,2017,April,45
,NS,2017,April,145
,NT,2017,April,5
,ON,2017,April,5935
,PE,2017,April,135
,QC,2017,April,2530
,SK,2017,April,670
,YT,2017,April,15
0013,BC,2017,August,5
0013,ON,2017,August,20
0013,QC,2017,August,5
0015,ON,2017,August,10
0015,QC,2017,August,5
0016,ON,2017,August,10
0111,BC,2017,August,5
0111,ON,2017,August,15
0111,QC,2017,August,15
0112,ON,2017,August,10
0113,ON,2017,August,5
0114,ON,2017,August,10
0114,QC,2017,August,20
0121,ON,2017,August,5
0122,ON,2017,August,15
0122,QC,2017,August,150
0124,BC,2017,August,10
0124,ON,2017,August,40
0124,QC,2017,August,10
0125,ON,2017,August,5
0211,ON,2017,August,10
0213,BC,2017,August,10
0213,ON,2017,August,30
0213,QC,2017,August,10
0213,SK,2017,August,15
0601,BC,2017,August,5
0601,ON,2017,August,15
0621,AB,2017,August,5
0621,BC,2017,August,25
0621,MB,2017,August,10
0621,ON,2017,August,25
0621,QC,2017,August,15
0631,AB,2017,August,10
0631,BC,2017,August,30
0631,ON,2017,August,25
0631,SK,2017,August,5
0711,ON,2017,August,10
0911,ON,2017,August,5
0911,QC,2017,August,5
1111,AB,2017,August,10
1111,BC,2017,August,15
1111,MB,2017,August,10
1111,NS,2017,August,10
1111,ON,2017,August,45
1111,QC,2017,August,35
1112,BC,2017,August,5
1112,ON,2017,August,65
1113,ON,2017,August,10
1114,ON,2017,August,20
1114,QC,2017,August,10
1121,NS,2017,August,5
1121,ON,2017,August,10
1121,QC,2017,August,5
1122,BC,2017,August,5
1122,ON,2017,August,30
1122,QC,2017,August,35
1123,BC,2017,August,25
1123,ON,2017,August,40
1123,QC,2017,August,10
1211,ON,2017,August,5
1212,ON,2017,August,15
1215,BC,2017,August,10
1215,ON,2017,August,30
1221,BC,2017,August,20
1221,MB,2017,August,10
1221,ON,2017,August,45
1221,QC,2017,August,20
1223,ON,2017,August,20
1225,ON,2017,August,15
1225,QC,2017,August,5
1225,SK,2017,August,20
1241,AB,2017,August,5
1241,BC,2017,August,50
1241,ON,2017,August,40
1241,QC,2017,August,10
1241,SK,2017,August,5
1242,ON,2017,August,10
1243,ON,2017,August,5
1311,AB,2017,August,5
1311,BC,2017,August,15
1311,NS,2017,August,5
1311,ON,2017,August,35
1311,QC,2017,August,5
1411,MB,2017,August,10
2112,ON,2017,August,10
2112,QC,2017,August,10
2121,ON,2017,August,15
2121,QC,2017,August,15
2131,AB,2017,August,5
2131,BC,2017,August,5
2131,ON,2017,August,15
2131,QC,2017,August,25
2132,BC,2017,August,5
2132,ON,2017,August,40
2132,QC,2017,August,15
2133,ON,2017,August,35
2133,QC,2017,August,15
2134,ON,2017,August,5
2141,ON,2017,August,15
2141,QC,2017,August,10
2145,AB,2017,August,5
2146,QC,2017,August,10
2147,ON,2017,August,10
2147,QC,2017,August,20
2151,ON,2017,August,5
2151,QC,2017,August,5
2161,ON,2017,August,20
2161,SK,2017,August,5
2171,AB,2017,August,15
2171,BC,2017,August,10
2171,MB,2017,August,10
2171,NB,2017,August,10
2171,NS,2017,August,10
2171,ON,2017,August,145
2171,QC,2017,August,35
2171,SK,2017,August,40
2172,ON,2017,August,30
2172,QC,2017,August,10
2173,BC,2017,August,25
2173,NB,2017,August,5
2173,NS,2017,August,10
2173,ON,2017,August,105
2173,QC,2017,August,15
2174,AB,2017,August,5
2174,BC,2017,August,20
2174,MB,2017,August,10
2174,NB,2017,August,5
2174,ON,2017,August,125
2174,QC,2017,August,25
2174,SK,2017,August,10
2175,BC,2017,August,15
2175,ON,2017,August,30
2211,AB,2017,August,10
2211,BC,2017,August,10
2211,ON,2017,August,25
2221,ON,2017,August,5
2231,ON,2017,August,5
2231,SK,2017,August,5
2232,ON,2017,August,15
2232,SK,2017,August,10
2233,ON,2017,August,10
2241,AB,2017,August,5
2241,BC,2017,August,5
2241,ON,2017,August,15
2242,ON,2017,August,10
2251,ON,2017,August,5
2253,ON,2017,August,10
2263,ON,2017,August,5
2281,NB,2017,August,5
2281,ON,2017,August,20
2281,QC,2017,August,20
2281,SK,2017,August,5
2282,BC,2017,August,10
2282,NB,2017,August,5
2282,ON,2017,August,45
2283,ON,2017,August,25
3012,MB,2017,August,5
3012,NS,2017,August,5
3012,ON,2017,August,10
3012,QC,2017,August,135
3111,ON,2017,August,10
3111,QC,2017,August,5
3112,BC,2017,August,5
3112,ON,2017,August,10
3113,ON,2017,August,20
3131,AB,2017,August,5
3131,ON,2017,August,10
3131,QC,2017,August,10
3142,ON,2017,August,10
3219,ON,2017,August,10
3237,ON,2017,August,15
3413,MB,2017,August,5
4011,AB,2017,August,15
4011,BC,2017,August,10
4011,MB,2017,August,5
4011,ON,2017,August,40
4011,QC,2017,August,15
4011,SK,2017,August,10
4012,AB,2017,August,5
4012,BC,2017,August,10
4012,ON,2017,August,15
4021,BC,2017,August,5
4021,MB,2017,August,5
4021,ON,2017,August,20
4021,QC,2017,August,10
4031,BC,2017,August,5
4031,ON,2017,August,10
4031,QC,2017,August,10
4032,ON,2017,August,5
4112,BC,2017,August,5
4112,ON,2017,August,10
4112,QC,2017,August,10
4151,ON,2017,August,5
4162,ON,2017,August,10
4162,QC,2017,August,5
4163,BC,2017,August,10
4163,ON,2017,August,25
4163,QC,2017,August,15
4163,SK,2017,August,5
4165,ON,2017,August,5
4211,ON,2017,August,5
4212,BC,2017,August,5
4212,ON,2017,August,10
4212,QC,2017,August,10
4214,BC,2017,August,5
4214,MB,2017,August,10
4214,ON,2017,August,15
4411,AB,2017,August,15
4411,BC,2017,August,10
4411,ON,2017,August,25
5121,ON,2017,August,5
5122,ON,2017,August,5
5125,QC,2017,August,10
5241,BC,2017,August,35
5241,ON,2017,August,30
5241,QC,2017,August,10
6211,AB,2017,August,15
6211,BC,2017,August,30
6211,ON,2017,August,20
6211,QC,2017,August,5
6211,SK,2017,August,5
6221,AB,2017,August,5
6221,BC,2017,August,5
6221,ON,2017,August,20
6221,QC,2017,August,10
6221,SK,2017,August,5
6222,BC,2017,August,10
6222,ON,2017,August,10
6235,AB,2017,August,10
6235,BC,2017,August,5
6235,ON,2017,August,35
6311,AB,2017,August,40
6311,BC,2017,August,40
6311,NS,2017,August,5
6311,ON,2017,August,25
6311,SK,2017,August,35
6313,BC,2017,August,5
6314,ON,2017,August,10
6315,AB,2017,August,5
6315,BC,2017,August,5
6321,BC,2017,August,5
6322,AB,2017,August,10
6322,BC,2017,August,35
6322,MB,2017,August,5
6322,ON,2017,August,10
6322,QC,2017,August,10
6322,SK,2017,August,20
6411,QC,2017,August,5
6421,MB,2017,August,5
6513,AB,2017,August,5
6552,QC,2017,August,5
6711,AB,2017,August,15
6711,BC,2017,August,20
6711,MB,2017,August,5
6711,NL,2017,August,5
6731,AB,2017,August,5
7205,BC,2017,August,5
7231,ON,2017,August,15
7231,QC,2017,August,5
7237,AB,2017,August,5
7245,ON,2017,August,5
7252,AB,2017,August,5
7321,BC,2017,August,10
7511,AB,2017,August,10
7511,BC,2017,August,10
7511,MB,2017,August,10
8252,MB,2017,August,5
8252,SK,2017,August,10
9213,BC,2017,August,5
9232,ON,2017,August,10
9462,MB,2017,August,10
9617,AB,2017,August,10
,AB,2017,August,1625
,BC,2017,August,1700
,MB,2017,August,555
,NB,2017,August,195
,NL,2017,August,50
,NS,2017,August,165
,NT,2017,August,10
,ON,2017,August,5195
,PE,2017,August,135
,QC,2017,August,2155
,SK,2017,August,625
,YT,2017,August,10
0013,BC,2017,December,5
0013,ON,2017,December,25
0013,QC,2017,December,15
0016,BC,2017,December,5
0016,ON,2017,December,10
0111,BC,2017,December,5
0111,ON,2017,December,25
0111,QC,2017,December,5
0112,ON,2017,December,20
0113,ON,2017,December,10
0114,BC,2017,December,5
0114,ON,2017,December,10
0114,QC,2017,December,10
0122,BC,2017,December,10
0122,ON,2017,December,40
0122,QC,2017,December,15
0124,BC,2017,December,15
0124,ON,2017,December,40
0124,QC,2017,December,5
0125,ON,2017,December,15
0211,ON,2017,December,10
0213,AB,2017,December,5
0213,BC,2017,December,10
0213,ON,2017,December,50
0213,QC,2017,December,10
0213,SK,2017,December,5
0311,ON,2017,December,5
0601,BC,2017,December,5
0601,ON,2017,December,25
0621,AB,2017,December,15
0621,BC,2017,December,30
0621,ON,2017,December,40
0621,QC,2017,December,10
0631,AB,2017,December,5
0631,BC,2017,December,25
0631,ON,2017,December,35
0632,BC,2017,December,10
0711,AB,2017,December,5
0711,ON,2017,December,15
0911,ON,2017,December,10
1111,AB,2017,December,10
1111,BC,2017,December,15
1111,NS,2017,December,10
1111,ON,2017,December,85
1111,QC,2017,December,25
1112,BC,2017,December,10
1112,ON,2017,December,80
1113,ON,2017,December,15
1114,AB,2017,December,5
1114,ON,2017,December,30
1114,QC,2017,December,10
1121,ON,2017,December,30
1122,AB,2017,December,5
1122,BC,2017,December,15
1122,ON,2017,December,50
1122,QC,2017,December,35
1123,BC,2017,December,25
1123,ON,2017,December,70
1123,QC,2017,December,5
1211,BC,2017,December,5
1211,ON,2017,December,15
1212,BC,2017,December,5
1212,ON,2017,December,20
1215,BC,2017,December,15
1215,ON,2017,December,50
1221,AB,2017,December,5
1221,BC,2017,December,30
1221,MB,2017,December,5
1221,ON,2017,December,50
1221,QC,2017,December,15
1222,ON,2017,December,5
1223,BC,2017,December,10
1223,ON,2017,December,30
1225,BC,2017,December,5
1225,ON,2017,December,15
1225,QC,2017,December,5
1225,SK,2017,December,10
1226,ON,2017,December,5
1241,AB,2017,December,10
1241,BC,2017,December,60
1241,MB,2017,December,5
1241,ON,2017,December,90
1241,QC,2017,December,5
1242,ON,2017,December,10
1243,ON,2017,December,15
1254,ON,2017,December,5
1311,BC,2017,December,20
1311,MB,2017,December,5
1311,NS,2017,December,5
1311,ON,2017,December,65
1411,MB,2017,December,5
1431,QC,2017,December,5
2112,ON,2017,December,15
2112,QC,2017,December,10
2113,AB,2017,December,5
2113,BC,2017,December,5
2121,AB,2017,December,10
2121,BC,2017,December,5
2121,ON,2017,December,15
2121,QC,2017,December,10
2131,AB,2017,December,10
2131,BC,2017,December,5
2131,ON,2017,December,25
2131,QC,2017,December,10
2132,AB,2017,December,5
2132,BC,2017,December,10
2132,ON,2017,December,65
2132,QC,2017,December,10
2133,AB,2017,December,10
2133,BC,2017,December,5
2133,ON,2017,December,45
2134,ON,2017,December,10
2141,ON,2017,December,20
2145,AB,2017,December,10
2147,ON,2017,December,20
2147,QC,2017,December,15
2151,BC,2017,December,5
2151,ON,2017,December,10
2161,ON,2017,December,20
2171,AB,2017,December,15
2171,BC,2017,December,40
2171,NS,2017,December,5
2171,ON,2017,December,235
2171,QC,2017,December,20
2171,SK,2017,December,15
2172,AB,2017,December,5
2172,BC,2017,December,5
2172,ON,2017,December,45
2173,AB,2017,December,15
2173,BC,2017,December,50
2173,NS,2017,December,10
2173,ON,2017,December,185
2173,QC,2017,December,15
2174,AB,2017,December,5
2174,BC,2017,December,40
2174,MB,2017,December,5
2174,NS,2017,December,5
2174,ON,2017,December,175
2174,QC,2017,December,15
2174,SK,2017,December,5
2175,BC,2017,December,15
2175,ON,2017,December,45
2211,AB,2017,December,5
2211,ON,2017,December,30
2221,ON,2017,December,5
2221,SK,2017,December,5
2231,ON,2017,December,5
2231,QC,2017,December,5
2231,SK,2017,December,5
2232,AB,2017,December,5
2232,ON,2017,December,20
2233,BC,2017,December,5
2233,ON,2017,December,20
2234,ON,2017,December,5
2241,ON,2017,December,40
2242,ON,2017,December,15
2243,ON,2017,December,5
2251,ON,2017,December,10
2253,ON,2017,December,20
2281,ON,2017,December,35
2281,QC,2017,December,10
2282,AB,2017,December,10
2282,BC,2017,December,15
2282,NB,2017,December,5
2282,ON,2017,December,75
2283,ON,2017,December,30
3012,AB,2017,December,5
3012,BC,2017,December,5
3012,ON,2017,December,15
3012,QC,2017,December,205
3012,SK,2017,December,5
3111,BC,2017,December,5
3111,ON,2017,December,15
3111,QC,2017,December,5
3112,AB,2017,December,10
3112,ON,2017,December,20
3113,BC,2017,December,5
3113,ON,2017,December,35
3131,AB,2017,December,5
3131,ON,2017,December,15
3142,ON,2017,December,10
3233,BC,2017,December,5
3233,ON,2017,December,15
3233,QC,2017,December,20
3237,ON,2017,December,10
4011,AB,2017,December,15
4011,BC,2017,December,15
4011,ON,2017,December,65
4011,QC,2017,December,20
4012,AB,2017,December,5
4012,BC,2017,December,10
4012,ON,2017,December,30
4012,QC,2017,December,5
4021,BC,2017,December,5
4021,ON,2017,December,30
4021,QC,2017,December,10
4031,BC,2017,December,5
4031,ON,2017,December,20
4031,QC,2017,December,5
4032,ON,2017,December,10
4033,ON,2017,December,5
4112,BC,2017,December,5
4112,ON,2017,December,25
4112,QC,2017,December,5
4154,BC,2017,December,5
4154,ON,2017,December,10
4161,ON,2017,December,5
4162,ON,2017,December,10
4163,BC,2017,December,5
4163,ON,2017,December,45
4163,QC,2017,December,5
4164,ON,2017,December,5
4165,ON,2017,December,15
4212,ON,2017,December,10
4214,BC,2017,December,10
4214,ON,2017,December,25
4411,AB,2017,December,25
4411,BC,2017,December,15
4411,ON,2017,December,35
4412,AB,2017,December,5
4412,ON,2017,December,15
5131,ON,2017,December,5
5223,ON,2017,December,5
5225,ON,2017,December,5
5241,BC,2017,December,55
5241,ON,2017,December,35
5241,QC,2017,December,5
5242,ON,2017,December,5
5254,BC,2017,December,5
6211,AB,2017,December,20
6211,BC,2017,December,35
6211,ON,2017,December,40
6211,QC,2017,December,10
6221,AB,2017,December,5
6221,BC,2017,December,10
6221,ON,2017,December,35
6221,QC,2017,December,10
6222,ON,2017,December,10
6231,ON,2017,December,15
6235,AB,2017,December,10
6235,BC,2017,December,15
6235,NS,2017,December,5
6235,ON,2017,December,60
6311,AB,2017,December,30
6311,BC,2017,December,45
6311,NL,2017,December,5
6311,ON,2017,December,60
6311,SK,2017,December,40
6313,BC,2017,December,10
6313,ON,2017,December,10
6314,BC,2017,December,5
6314,ON,2017,December,15
6315,BC,2017,December,5
6316,ON,2017,December,5
6322,AB,2017,December,5
6322,BC,2017,December,35
6322,ON,2017,December,20
6322,SK,2017,December,5
6332,BC,2017,December,5
6421,QC,2017,December,5
6513,AB,2017,December,5
6552,MB,2017,December,5
6711,AB,2017,December,10
6711,BC,2017,December,20
6711,SK,2017,December,10
7231,ON,2017,December,25
7231,QC,2017,December,5
7246,ON,2017,December,10
7247,ON,2017,December,5
7271,BC,2017,December,10
7321,BC,2017,December,5
7321,ON,2017,December,5
7511,BC,2017,December,10
8252,SK,2017,December,5
9213,ON,2017,December,5
9232,ON,2017,December,10
9462,MB,2017,December,10
9618,NB,2017,December,5
,AB,2017,December,1810
,BC,2017,December,1750
,MB,2017,December,365
,NB,2017,December,100
,NL,2017,December,40
,NS,2017,December,150
,NT,2017,December,10
,NU,2017,December,5
,ON,2017,December,7095
,PE,2017,December,50
,QC,2017,December,1645
,SK,2017,December,350
0013,ON,2017,February,15
0013,QC,2017,February,5
0016,ON,2017,February,10
0111,ON,2017,February,15
0111,QC,2017,February,5
0112,ON,2017,February,10
0113,ON,2017,February,5
0114,AB,2017,February,5
0114,ON,2017,February,10
0114,QC,2017,February,15
0121,ON,2017,February,5
0122,ON,2017,February,5
0122,QC,2017,February,90
0124,BC,2017,February,15
0124,ON,2017,February,20
0124,QC,2017,February,5
0125,ON,2017,February,5
0213,BC,2017,February,10
0213,ON,2017,February,15
0601,ON,2017,February,5
0621,AB,2017,February,25
0621,BC,2017,February,20
0621,MB,2017,February,5
0621,ON,2017,February,10
0621,QC,2017,February,10
0621,SK,2017,February,5
0631,AB,2017,February,30
0631,BC,2017,February,15
0631,MB,2017,February,5
0631,ON,2017,February,20
0711,AB,2017,February,10
0711,ON,2017,February,5
0821,ON,2017,February,5
0911,QC,2017,February,5
1111,AB,2017,February,5
1111,BC,2017,February,10
1111,MB,2017,February,5
1111,ON,2017,February,25
1111,QC,2017,February,30
1112,BC,2017,February,5
1112,ON,2017,February,20
1112,QC,2017,February,15
1114,ON,2017,February,15
1121,QC,2017,February,5
1122,AB,2017,February,5
1122,BC,2017,February,15
1122,ON,2017,February,25
1122,QC,2017,February,35
1123,BC,2017,February,15
1123,ON,2017,February,25
1211,ON,2017,February,5
1212,ON,2017,February,5
1215,AB,2017,February,15
1215,ON,2017,February,25
1221,AB,2017,February,10
1221,BC,2017,February,20
1221,ON,2017,February,5
1221,QC,2017,February,20
1222,ON,2017,February,5
1223,ON,2017,February,5
1226,ON,2017,February,5
1241,AB,2017,February,10
1241,BC,2017,February,10
1241,ON,2017,February,10
1241,QC,2017,February,10
1242,BC,2017,February,5
1311,AB,2017,February,15
1311,BC,2017,February,10
1311,NS,2017,February,15
1311,ON,2017,February,20
1311,QC,2017,February,10
1411,MB,2017,February,5
1431,QC,2017,February,10
1521,AB,2017,February,5
2121,AB,2017,February,5
2121,BC,2017,February,10
2121,QC,2017,February,10
2131,BC,2017,February,10
2131,ON,2017,February,10
2131,QC,2017,February,15
2132,AB,2017,February,5
2132,ON,2017,February,15
2132,QC,2017,February,15
2133,AB,2017,February,10
2133,BC,2017,February,5
2133,ON,2017,February,10
2133,QC,2017,February,15
2141,ON,2017,February,5
2141,QC,2017,February,5
2146,QC,2017,February,5
2147,ON,2017,February,15
2147,QC,2017,February,20
2148,QC,2017,February,5
2151,BC,2017,February,5
2151,ON,2017,February,5
2161,ON,2017,February,5
2171,AB,2017,February,10
2171,BC,2017,February,15
2171,ON,2017,February,65
2171,QC,2017,February,25
2171,SK,2017,February,15
2172,BC,2017,February,5
2172,ON,2017,February,15
2172,QC,2017,February,5
2173,BC,2017,February,35
2173,NS,2017,February,5
2173,ON,2017,February,45
2173,QC,2017,February,20
2174,AB,2017,February,5
2174,BC,2017,February,25
2174,NS,2017,February,10
2174,ON,2017,February,50
2174,QC,2017,February,25
2174,SK,2017,February,10
2175,AB,2017,February,5
2175,BC,2017,February,15
2175,ON,2017,February,10
2175,QC,2017,February,5
2211,AB,2017,February,5
2211,ON,2017,February,10
2241,AB,2017,February,5
2241,ON,2017,February,5
2241,QC,2017,February,5
2253,AB,2017,February,5
2253,QC,2017,February,5
2261,AB,2017,February,5
2281,AB,2017,February,10
2281,ON,2017,February,5
2281,QC,2017,February,15
2282,AB,2017,February,15
2282,ON,2017,February,15
2283,ON,2017,February,5
3012,AB,2017,February,5
3012,MB,2017,February,5
3012,ON,2017,February,10
3012,QC,2017,February,80
3111,AB,2017,February,5
3111,BC,2017,February,10
3111,ON,2017,February,15
3112,AB,2017,February,15
3112,ON,2017,February,10
3131,QC,2017,February,5
3142,AB,2017,February,5
3411,QC,2017,February,5
3413,NL,2017,February,5
3413,NS,2017,February,10
4011,AB,2017,February,15
4011,BC,2017,February,20
4011,ON,2017,February,30
4011,QC,2017,February,10
4011,SK,2017,February,15
4012,ON,2017,February,5
4021,BC,2017,February,10
4021,ON,2017,February,5
4021,QC,2017,February,10
4031,QC,2017,February,10
4112,ON,2017,February,10
4112,QC,2017,February,5
4161,QC,2017,February,5
4162,ON,2017,February,5
4162,QC,2017,February,5
4163,BC,2017,February,5
4163,ON,2017,February,20
4163,QC,2017,February,15
4169,QC,2017,February,5
4214,AB,2017,February,10
4214,BC,2017,February,15
4214,ON,2017,February,10
4217,ON,2017,February,5
4411,AB,2017,February,25
4411,BC,2017,February,15
4411,ON,2017,February,15
4412,AB,2017,February,5
4412,ON,2017,February,5
5125,ON,2017,February,5
5125,QC,2017,February,10
5241,BC,2017,February,50
5241,ON,2017,February,10
5241,QC,2017,February,10
5254,ON,2017,February,5
6211,AB,2017,February,60
6211,BC,2017,February,15
6211,ON,2017,February,5
6211,QC,2017,February,10
6221,BC,2017,February,10
6221,ON,2017,February,15
6221,QC,2017,February,5
6222,ON,2017,February,5
6235,AB,2017,February,10
6235,ON,2017,February,5
6311,AB,2017,February,85
6311,BC,2017,February,40
6311,MB,2017,February,5
6311,NS,2017,February,10
6311,ON,2017,February,25
6311,SK,2017,February,40
6315,AB,2017,February,15
6321,AB,2017,February,5
6321,BC,2017,February,5
6321,ON,2017,February,10
6321,QC,2017,February,5
6322,AB,2017,February,80
6322,BC,2017,February,70
6322,MB,2017,February,10
6322,NS,2017,February,10
6322,ON,2017,February,35
6322,QC,2017,February,10
6322,SK,2017,February,20
6331,QC,2017,February,10
6332,AB,2017,February,5
6332,QC,2017,February,10
6341,AB,2017,February,10
6411,QC,2017,February,5
6421,AB,2017,February,10
6421,MB,2017,February,5
6421,QC,2017,February,15
6513,AB,2017,February,10
